title,artist,genre
Sun Lips,Black Moth Super Rainbow,"experimental, psychedelic"
Some Are White Light,Caspian,"experimental, instrumental, post_rock"
Cristobal,Devendra Banhart,"indie, experimental, folk, american, 00s"
In Ear Park,Department of Eagles,"experimental, folk, acoustic, american, 00s, guitar"
Tender Buttons,Broadcast,"electronic, indie, female_vocalists, experimental, british, psychedelic, indie_pop, 00s"
Uh,Fujiya & Miyagi,"electronic, experimental, electro"
Frownland,Captain Beefheart & His Magic Band,"experimental, progressive_rock, blues, psychedelic, american, 60s, psychedelic_rock, avant_garde"
Inoculate The Innocuous,The Unicorns,"indie, experimental, indie_rock"
Longevity,Yeasayer,"indie, experimental, folk, psychedelic, american"
Soothsayer,The Mars Volta,"experimental, progressive_rock, psychedelic, psychedelic_rock"
Stones,Sonic Youth,"rock, alternative, indie, experimental, instrumental, post_punk, grunge"
Raphael,CocoRosie,"indie, female_vocalists, experimental, folk, psychedelic, trip_hop, downtempo"
No Time Soon,Gnarls Barkley,"experimental, soul, hip_hop, funk, male_vocalists, 00s"
Sordid,Amon Tobin,"electronic, experimental, trip_hop, downtempo, idm, drum_and_bass"
Brooklyn,Woodkid,"alternative, indie, experimental, folk, singer_songwriter, chillout, acoustic, piano, male_vocalists"
Optigan 1,Blur,"alternative, experimental, instrumental, britpop"
IRM,Charlotte Gainsbourg,"indie, female_vocalists, experimental"
9-5ers Anthem,Aesop Rock,"experimental, rap, hip_hop"
Ando Meio Desligado,Os Mutantes,"experimental, psychedelic, 70s, 60s, psychedelic_rock"
Enter,Russian Circles,"experimental, instrumental, post_rock"
Daylight and the Sun,Antony and the Johnsons,"alternative, experimental"
Fuse,Hudson Mohawke,"electronic, experimental, hip_hop, idm"
Conjugal Burns,The Mars Volta,"experimental, progressive_rock, psychedelic, psychedelic_rock"
The Melting Point Of Wax,Thrice,"rock, experimental, punk, hardcore, punk_rock, emo, post_hardcore, guitar, screamo"
Victory,PJ Harvey,"rock, alternative, female_vocalists, alternative_rock, experimental, singer_songwriter"
New Orleans,BROCKHAMPTON,"experimental, rap, hip_hop"
Trouble Every Day,Frank Zappa,"rock, classic_rock, experimental, progressive_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock"
Miss Modular,Stereolab,"electronic, alternative, indie, experimental, post_rock, french, britpop, lounge"
On The Motorway,Metronomy,"indie, experimental, instrumental, electro, synthpop, guitar"
Attic Lights,Atlas Sound,"rock, indie, experimental, indie_rock, acoustic, 00s"
The Abolition Of Man,Thrice,"experimental, punk, hardcore, post_hardcore, screamo"
Fix Your Face,The Dillinger Escape Plan,"experimental, hardcore, metalcore, progressive_metal, grindcore"
Hoist That Rag,Tom Waits,"experimental, singer_songwriter, blues, avant_garde"
Frost,Salem,"electronic, experimental"
Knight Rider,of Montreal,"indie, experimental, instrumental, psychedelic, electro, chill"
Mango Pickle Down River (with The Wilcannia Mob),M.I.A.,"electronic, experimental, rap, hip_hop, funk, reggae, electro"
Omission,John Frusciante,"alternative, alternative_rock, experimental, singer_songwriter, acoustic, psychedelic, guitar"
Beverly Kills,Ariel Pink's Haunted Graffiti,"pop, experimental, punk, 80s, psychedelic, funk, new_wave, post_punk, 70s, male_vocalists, psychedelic_rock, lounge, avant_garde"
Anger Management,Lovage,"experimental, chillout, trip_hop, downtempo, lounge, chill"
Scratch Bass,Lamb,"electronic, experimental, instrumental, chillout, trip_hop, downtempo, drum_and_bass"
Bombay,El Guincho,experimental
Unretrofied,The Dillinger Escape Plan,"experimental, hardcore, metalcore, progressive_metal"
Repeaterbeater,Mew,"alternative, indie, experimental"
As I Sat Sadly by Her Side,Nick Cave & The Bad Seeds,"rock, alternative, alternative_rock, experimental, singer_songwriter, blues, 00s"
Piggy (Nothing Can Stop Me Now),Nine Inch Nails,"electronic, experimental, industrial"
Will Is My Friend,Devendra Banhart,"indie, experimental, folk, acoustic, male_vocalists, guitar"
Bullshit,Mindless Self Indulgence,"electronic, experimental, punk, industrial, punk_rock"
Death Trip,The Stooges,"rock, experimental, punk, punk_rock, 70s, grunge"
Havoc A,Enter Shikari,"experimental, post_hardcore"
New Macabre,Russian Circles,"experimental, instrumental, progressive_rock, post_rock"
Die Slow,Health,"electronic, experimental, noise"
Space,M.I.A.,"electronic, experimental, trip_hop, chill"
Finger,Ty Segall,"rock, experimental, punk, punk_rock"
Holy Water,Gossip,"rock, experimental"
You Already Did,Russian Circles,"experimental, instrumental, post_rock"
Little Boys,Devendra Banhart,"indie, experimental, folk"
Dedication,Beastie Boys,"experimental, rap, hip_hop"
Here Come The Bastards,Primus,"alternative, alternative_rock, experimental, punk, funk, psychedelic_rock"
Mayor,Mount Kimbie,"experimental, idm"
Halo of Nembutals,The Mars Volta,"alternative_rock, experimental, progressive_rock"
Do You Feel Loved,U2,"rock, experimental"
Magic Mountain,Blonde Redhead,"electronic, alternative, indie, female_vocalists, experimental, indie_rock, post_rock, trip_hop, post_punk"
Cop Killer,John Maus,"electronic, experimental, punk, psychedelic, new_wave, post_punk, psychedelic_rock, avant_garde"
Market Fresh,Broken Social Scene,"rock, alternative, indie, experimental, post_rock, post_punk, avant_garde"
Dream Baby Dream,Suicide,"electronic, experimental, punk, 80s, new_wave, post_punk, 70s, electro, synthpop, chill"
Fifteen Feet of Pure White Snow,Nick Cave & The Bad Seeds,"rock, alternative, alternative_rock, experimental, singer_songwriter, blues, post_punk, blues_rock"
Air,Talking Heads,"rock, alternative, experimental, 80s, new_wave, post_punk, 70s"
The Saxophone Song,Kate Bush,"rock, alternative, female_vocalists, experimental, progressive_rock, 70s"
Cuckoo for Caca,Faith No More,"rock, alternative, metal, alternative_rock, experimental, heavy_metal, progressive_metal, nu_metal"
Set Guitars to Kill,And So I Watch You From Afar,"experimental, instrumental, post_rock"
The Dreaming,Kate Bush,"alternative, pop, female_vocalists, experimental, 80s, progressive_rock, psychedelic, new_wave"
Lie to Me,Tom Waits,"rock, alternative, experimental, singer_songwriter, blues, male_vocalists, avant_garde"
Barnowl,Caribou,"electronic, indie, experimental, instrumental, idm, chill"
Caralho Voador,Faith No More,"rock, alternative, alternative_rock, experimental, progressive_rock, progressive_metal"
Burying Luck,Minus the Bear,"indie, experimental, indie_rock"
Altered Course,Isis,"experimental, instrumental, post_rock, progressive_metal"
Computer Face//Pure Being,Flying Lotus,"electronic, experimental, industrial, hip_hop, downtempo, idm"
Crawl Home,Desert Sessions,experimental
A Failsafe,65daysofstatic,"experimental, instrumental, post_rock"
Autonomy Lost,Meshuggah,"metal, experimental, death_metal, thrash_metal, progressive_metal, swedish"
Rats,Sonic Youth,"rock, alternative, alternative_rock, experimental, indie_rock, post_punk"
Pattern Recognition,Sonic Youth,"alternative, indie, experimental, indie_rock, psychedelic, post_punk, noise"
Wrists of Kings,Isis,"experimental, post_rock, progressive_metal, post_hardcore, doom_metal"
America's Boy,Broadcast,"electronic, indie, experimental, electro"
God's Away on Business,Tom Waits,"alternative, experimental, blues"
Dum Dum Boys,Iggy Pop,"rock, experimental, punk, punk_rock, psychedelic, post_punk, 70s, downtempo"
"Hold On, Be Strong",OutKast,"experimental, instrumental, soul, rap, hip_hop, guitar, chill"
Sunshine the Werewolf,The Dillinger Escape Plan,"experimental, hardcore, metalcore, progressive_metal"
Quicksilver,Pink Floyd,"experimental, instrumental, progressive_rock, psychedelic, psychedelic_rock"
Pills,St. Vincent,"alternative, pop, experimental, synthpop, pop_rock"
Water Curses,Animal Collective,"experimental, psychedelic, indie_pop"
Marilyn,Bat for Lashes,"electronic, alternative, indie, female_vocalists, experimental, psychedelic, synthpop, chill, avant_garde"
Who Is It?,Talking Heads,"experimental, 80s, funk, new_wave, post_punk, 70s"
Blood Clots And Black Holes,Thrice,"experimental, punk, post_hardcore, screamo"
Pravus,Meshuggah,"metal, experimental, death_metal, progressive_metal"
Heretics & Killers,Protest the Hero,"experimental, hardcore, metalcore, progressive_metal, post_hardcore"
Wrap Your Arms Around Me,The Knife,"electronic, experimental, industrial, post_rock, downtempo, synthpop, idm, dark_ambient, swedish"
Wild International,One Day as a Lion,"experimental, rap, hip_hop"
When We Were Younger & Better,65daysofstatic,"experimental, instrumental, post_rock"
Voodoo Lady,Ween,"rock, alternative, indie, experimental, 90s, psychedelic, male_vocalists, chill"
Winter Song,Nico,"alternative, female_vocalists, experimental, folk, psychedelic, 60s, avant_garde"
Vertigo,Deafheaven,"female_vocalists, experimental, black_metal, post_rock"
No Christmas While I'm Talking,The Walkmen,"indie, experimental, indie_rock, post_rock, post_punk"
Crash Tactics,65daysofstatic,"electronic, experimental, instrumental, post_rock"
Pineal Gland Optics,Meshuggah,"experimental, death_metal, progressive_metal"
Dulcinea,Isis,"experimental, post_rock, progressive_metal, post_hardcore, doom_metal"
Solstice,Björk,"experimental, acoustic"
43% Burnt,The Dillinger Escape Plan,"experimental, hardcore, metalcore"
Isak,Baroness,"experimental, psychedelic, progressive_metal"
Lurch,The Dillinger Escape Plan,"experimental, hardcore, metalcore, grindcore"
Black Wings,Tom Waits,"rock, experimental, singer_songwriter, blues"
Jumping Rooftops,Angels & Airwaves,"rock, electronic, alternative, alternative_rock, experimental, instrumental, progressive_rock, emo"
Samba Vexillographica,Devendra Banhart,"experimental, folk, psychedelic"
Turnstile Blues,Autolux,"indie, experimental"
Street,Jamie Woon,"electronic, experimental, singer_songwriter, british, soul, male_vocalists"
Informal Gluttony,Between the Buried and Me,"experimental, death_metal, metalcore, progressive_metal"
Aurora Borealis,Meat Puppets,"rock, alternative, alternative_rock, experimental, punk, instrumental, 80s, post_punk, grunge"
Mbira in the Morass,Volcano Choir,"experimental, folk"
My Time,Minus the Bear,"rock, indie, experimental, indie_rock, male_vocalists"
Dancin' Fool,Frank Zappa,"rock, experimental, progressive_rock, 70s, oldies, psychedelic_rock"
Rotten Hell,Menomena,"indie, experimental, indie_rock"
Stranger Than Kindness,Nick Cave & The Bad Seeds,"rock, experimental, 80s, new_wave, post_punk, gothic"
O'Malley's Bar,Nick Cave & The Bad Seeds,"rock, alternative, experimental, singer_songwriter, 80s"
Dust and Water,Antony and the Johnsons,"alternative, indie, experimental"
The Perfect Me,Deerhoof,"indie, experimental, indie_rock, noise"
Mofo,U2,"rock, experimental, industrial, techno"
Showcase,Grizzly Bear,"indie, experimental, folk, psychedelic"
Woodpecker From Mars,Faith No More,"rock, experimental, instrumental, progressive_rock, heavy_metal"
Whoring Streets,Scars on Broadway,"rock, alternative, alternative_rock, experimental"
Lessons,SOHN,"electronic, experimental, soul, rnb, downtempo"
Stabat Mater,Woodkid,"alternative, experimental, downtempo"
Converting Vegetarians,Infected Mushroom,"electronic, experimental, rap, psychedelic, hip_hop, trance, electro, downtempo"
The Reaping,Coheed and Cambria,"experimental, progressive_rock, acoustic, progressive_metal, emo"
Desperate Graves,The Mars Volta,"experimental, progressive_rock, psychedelic, psychedelic_rock"
Jake Leg,Baroness,"experimental, progressive_rock, heavy_metal, progressive_metal"
Mutilated Lips,Ween,"alternative, indie, experimental, psychedelic, psychedelic_rock"
Foley Room,Amon Tobin,"electronic, experimental, idm"
Sour Grapes,Puscifer,"alternative_rock, experimental, progressive_rock, industrial"
Diskobox,Beck,"rock, alternative, experimental, funk"
Why Wait,Shakira,"pop, experimental, singer_songwriter, dance"
Olympians,Fuck Buttons,"electronic, experimental, post_rock, noise"
The Lisbon Maru,Fuck Buttons,"electronic, experimental, electro, noise"
Gardenhead / Leave Me Alone,Neutral Milk Hotel,"alternative, experimental, post_punk"
Bound To Be That Way,Do Make Say Think,"experimental, instrumental, post_rock"
The Earth Will Shake,Thrice,"rock, experimental, progressive_rock, hardcore, emo, post_hardcore, screamo"
Junkie's Promise,Sonic Youth,"rock, alternative, experimental, blues, post_punk, grunge"
Naked in Front of the Computer,Faith No More,"rock, alternative_rock, experimental, heavy_metal"
Ascension Day,Talk Talk,"experimental, 80s, post_rock, new_wave"
Drop,Cornelius,"electronic, experimental, japanese"
Spiracle,Soap&Skin,"female_vocalists, experimental, piano"
Golden,"Tyler, the Creator","experimental, rap, hip_hop"
Eavesdropping,Grizzly Bear,"experimental, mellow"
Ouroborous,The Mars Volta,"experimental, progressive_rock, psychedelic"
The Empty Page,Sonic Youth,"alternative, indie, experimental, post_punk, noise"
Hand of Man,Django Django,"indie, experimental, indie_rock, acoustic, indie_pop"
James and the Cold Gun,Kate Bush,"rock, alternative, pop, female_vocalists, experimental, singer_songwriter, 80s, progressive_rock, 70s"
La Pared,Shakira,"pop, experimental, singer_songwriter, piano"
Miner,No Age,"rock, indie, experimental, idm, noise"
Things I Did When I Was Dead,No Age,"alternative, indie, experimental"
The Wolf,Swans,"experimental, industrial, blues, acoustic, post_rock, post_punk, male_vocalists, blues_rock"
Vanity Fair,Mr. Bungle,"alternative, experimental, progressive_rock, avant_garde"
Antenna,Sonic Youth,"rock, alternative, experimental, punk, indie_rock, post_punk, grunge, noise"
Introspection,MGMT,"indie, experimental, psychedelic, psychedelic_rock, cover"
I Luv the Valley OH!,Xiu Xiu,"electronic, indie, experimental, synthpop"
Up From The Skies,Jimi Hendrix,"rock, classic_rock, experimental, psychedelic, 70s, 60s, psychedelic_rock, guitar, blues_rock"
New Song,Warpaint,"alternative, indie, pop, female_vocalists, experimental, indie_rock"
The Birthing,Baroness,"experimental, progressive_rock, post_rock, progressive_metal, doom_metal"
Repetition,TV on the Radio,"rock, indie, alternative_rock, experimental, indie_rock, avant_garde"
Dropout Boogie,Captain Beefheart & His Magic Band,"experimental, progressive_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock, avant_garde"
Since We've Been Wrong,The Mars Volta,"experimental, progressive_rock, acoustic, psychedelic_rock"
Assimilate,Skinny Puppy,"experimental, 80s, industrial"
Don't Tell And We Won't Ask,Thrice,"rock, experimental, post_hardcore"
Tuna Fish,Emilíana Torrini,"female_vocalists, experimental, trip_hop, downtempo, lounge, chill"
...And The World Laughs With You ft. Thom Yorke,Flying Lotus,"experimental, instrumental, hip_hop, trip_hop, downtempo, idm"
Death of a Shade of a Hue,of Montreal,"indie, experimental, emo, avant_garde"
Hard Times,Patrick Wolf,"alternative, indie, experimental, british, male_vocalists"
Trinity's Crying,CocoRosie,"experimental, folk, psychedelic, dark_ambient, avant_garde"
I Walk the Line,Johnny Cash,"folk, singer_songwriter, country"
Folsom Prison Blues,Johnny Cash,"folk, singer_songwriter, blues, country"
